id,created_at,full_text,media,screen_name,name,profile_image_url,in_reply_to,retweeted_status,quoted_status,favorite_count,retweet_count,bookmark_count,quote_count,reply_count,views_count,favorited,retweeted,bookmarked,url
"1884950662254882943","2025-01-30 21:03:53 +08:00","Invest 3 minutes and read the following ideas to become smarter about your money than 99% of people:","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","null","null","null",194,35,148,1,26,78774,false,false,false,"https://twitter.com/AccentInvesting/status/1884950662254882943"
"1884950697214345472","2025-01-30 21:04:01 +08:00","• Money is not the ultimate goal. It is simply a tool for buying freedom and a life of options.","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","1884950694068699583","null","null",22,4,0,0,1,1274,false,false,false,"https://twitter.com/AccentInvesting/status/1884950697214345472"
"1884950700141982016","2025-01-30 21:04:02 +08:00","• Material possessions are not a sign of wealth. Ownership of assets is a measure of wealth.","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","1884950697214345472","null","null",19,2,1,0,2,2237,false,false,false,"https://twitter.com/AccentInvesting/status/1884950700141982016"
"1884950703124185148","2025-01-30 21:04:02 +08:00","If you enjoyed this thread, please like, comment, and retweet the first tweet.\n\nI write about\n\n- Personal Finance\n- Investing\n- Wealth\n\nSubscribe to receive a free guide on the top 5 ETFs to hold for life: https://t.co/Id5i5yY4ce","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","1884950700141982016","null","1884950662254882943",11,4,1,0,3,3619,false,false,false,"https://twitter.com/AccentInvesting/status/1884950703124185148"
"1885010233052778637","2025-01-31 01:00:36 +08:00","Asset ownership, rather than income, provides financial freedom.","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","null","null","null",253,45,35,1,29,40282,false,false,false,"https://twitter.com/AccentInvesting/status/1885010233052778637"
"1885199755086594287","2025-01-31 13:33:41 +08:00","RT @AccentInvesting: Financial peace is better than material possessions.\n\nChoose wisely.","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","null","1716189010790359365","null",0,134,0,0,0,"null",false,false,false,"https://twitter.com/AccentInvesting/status/1885199755086594287"
"1885199770966262091","2025-01-31 13:33:45 +08:00","RT @AccentInvesting: Money cannot buy happiness, but it can buy you the freedom to live your life on your own terms.","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","null","1668566470937419776","null",0,47,0,0,0,"null",false,false,false,"https://twitter.com/AccentInvesting/status/1885199770966262091"
"1885284305951232239","2025-01-31 19:09:40 +08:00","Many people make more than $300,000 but are still broke.\n\nAnd some people earn $100,000 but are extremely wealthy.\n\nWealth is created through behavior rather than income.","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","null","null","null",100,19,9,0,14,5620,false,false,false,"https://twitter.com/AccentInvesting/status/1885284305951232239"
"1885319320164532340","2025-01-31 21:28:48 +08:00","No one will remember your expensive cars, designer clothes, or large homes at your funeral. \n\nSpend time creating memories with your family, because they will remember. \n\nLive to make an impact rather than to impress.","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","null","null","null",128,19,19,2,25,11360,false,false,false,"https://twitter.com/AccentInvesting/status/1885319320164532340"
"1885319391274742060","2025-01-31 21:29:05 +08:00","RT @AccentInvesting: Many people make more than $300,000 but are still broke.\n\nAnd some people earn $100,000 but are extremely wealthy.\n\nWe…","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","null","1885284305951232239","null",0,19,0,0,0,"null",false,false,false,"https://twitter.com/AccentInvesting/status/1885319391274742060"
"1885364593586770067","2025-02-01 00:28:42 +08:00","RT @AccentInvesting: No one will remember your expensive cars, designer clothes, or large homes at your funeral. \n\nSpend time creating memo…","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","null","1885319320164532340","null",0,19,0,0,0,"null",false,false,false,"https://twitter.com/AccentInvesting/status/1885364593586770067"
"1885372689046438222","2025-02-01 01:00:52 +08:00","If you do not make an effort to become an owner, you will always work for someone.","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","null","null","null",164,25,15,2,15,8662,false,false,false,"https://twitter.com/AccentInvesting/status/1885372689046438222"
"1885392539433206014","2025-02-01 02:19:44 +08:00","RT @AccentInvesting: 15 Incredible Lessons from the Book Eat That Frog: https://t.co/IiIgHBiTjQ","[{""type"":""photo"",""url"":""https://t.co/IiIgHBiTjQ"",""thumbnail"":""https://pbs.twimg.com/media/Ggc0K3eWkAACKxc?format=png&name=thumb"",""original"":""https://pbs.twimg.com/media/Ggc0K3eWkAACKxc?format=png&name=orig""}]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","null","1875525133978243191","null",0,68,0,0,0,"null",false,false,false,"https://twitter.com/AccentInvesting/status/1885392539433206014"
"1885451398671663588","2025-02-01 06:13:38 +08:00","You can solve 99% of your problems if you take care of your finances.","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","null","null","null",102,17,9,1,18,7810,false,false,false,"https://twitter.com/AccentInvesting/status/1885451398671663588"
"1885491230643007815","2025-02-01 08:51:54 +08:00","RT @AccentInvesting: If you do not make an effort to become an owner, you will always work for someone.","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","null","1885372689046438222","null",0,25,0,0,0,"null",false,false,false,"https://twitter.com/AccentInvesting/status/1885491230643007815"
"1885496713646879180","2025-02-01 09:13:42 +08:00","RT @AccentInvesting: You can solve 99% of your problems if you take care of your finances.","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","null","1885451398671663588","null",0,17,0,0,0,1,false,false,false,"https://twitter.com/AccentInvesting/status/1885496713646879180"
"1885562132139290943","2025-02-01 13:33:39 +08:00","RT @AccentInvesting: The key to financial success is not how much you earn, but how much you save and invest.","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","null","1720549736258662719","null",0,43,0,0,0,"null",false,false,false,"https://twitter.com/AccentInvesting/status/1885562132139290943"
"1885701856749297958","2025-02-01 22:48:51 +08:00","Your most valuable asset in life is not money, but rather your time.","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","null","null","null",178,19,13,1,10,7493,false,false,false,"https://twitter.com/AccentInvesting/status/1885701856749297958"
"1885718152752804226","2025-02-01 23:53:37 +08:00","There are many poor people driving new Mercedes and rich people driving used Toyotas.\n\nMaterial possessions are not a sign of wealth.\n\nTrue wealth is health, financial freedom, and a life full of options.","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","null","null","null",277,42,32,3,18,15028,false,false,false,"https://twitter.com/AccentInvesting/status/1885718152752804226"
"1885747074940989457","2025-02-02 01:48:32 +08:00","RT @AccentInvesting: Your most valuable asset in life is not money, but rather your time.","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","null","1885701856749297958","null",0,19,0,0,0,"null",false,false,false,"https://twitter.com/AccentInvesting/status/1885747074940989457"
"1885893720198783181","2025-02-02 11:31:15 +08:00","I invest $300 per week in the S&amp;P 500.\n\n🌟 10 Yrs - $219,535\n🌟 20 Yrs - $706,824\n🌟 30 Yrs - $1,788,431\n\nDon't miss out! Simplify your financial journey with our guide to index funds. \n\nGet your copy today.\n\nhttps://t.co/i89cgh2NZz","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","1885718152752804226","null","null",1,0,3,0,0,2337,false,false,false,"https://twitter.com/AccentInvesting/status/1885893720198783181"
"1885910652327170264","2025-02-02 12:38:32 +08:00","Cars, clothes, houses, and a lavish lifestyle are not indicative of wealth.\n\nTrue wealth is the ability to live life on your own terms.","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","null","null","null",195,24,16,1,11,9826,false,false,false,"https://twitter.com/AccentInvesting/status/1885910652327170264"
"1885910766101885161","2025-02-02 12:38:59 +08:00","RT @AccentInvesting: There are many poor people driving new Mercedes and rich people driving used Toyotas.\n\nMaterial possessions are not a…","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","null","1885718152752804226","null",0,42,0,0,0,"null",false,false,false,"https://twitter.com/AccentInvesting/status/1885910766101885161"
"1885924492679004199","2025-02-02 13:33:32 +08:00","RT @AccentInvesting: Invested income is the best employee there is.\n\nIt is a committed, hardworking, and extremely rewarding ally.","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","null","1737156047209386440","null",0,31,0,0,0,"null",false,false,false,"https://twitter.com/AccentInvesting/status/1885924492679004199"
"1885955942207926342","2025-02-02 15:38:30 +08:00","RT @AccentInvesting: Cars, clothes, houses, and a lavish lifestyle are not indicative of wealth.\n\nTrue wealth is the ability to live life o…","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","null","1885910652327170264","null",0,24,0,0,0,"null",false,false,false,"https://twitter.com/AccentInvesting/status/1885955942207926342"
"1886040053748584791","2025-02-02 21:12:44 +08:00","10 Lessons From The Almanack of Naval Ravikant: https://t.co/xV9eS1E8BZ","[{""type"":""photo"",""url"":""https://t.co/xV9eS1E8BZ"",""thumbnail"":""https://pbs.twimg.com/media/GiyPbvsXQAAq4UT?format=png&name=thumb"",""original"":""https://pbs.twimg.com/media/GiyPbvsXQAAq4UT?format=png&name=orig""}]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","null","null","null",37,5,48,1,12,20511,false,false,false,"https://twitter.com/AccentInvesting/status/1886040053748584791"
"1886040085411299410","2025-02-02 21:12:51 +08:00","• Peace From The Mind\n\nWe need peace of mind, not just peace of mind to be happy.\n\nAnxiety and overthinking come when the mind isn't at rest.\n\nPeace from the mind comes from consuming information that creates the right habits.\n\nYour internal state reflects your life.","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","1886040082211061955","null","null",5,0,0,0,1,230,false,false,false,"https://twitter.com/AccentInvesting/status/1886040085411299410"
"1886040088502509957","2025-02-02 21:12:52 +08:00","• Freedom\n\nThe number one reason people want to become wealthy is to be free.\n\nFreedom is having control of your time, unlike a 9–5.\n\nFreedom shifts from ""freedom to"" to ""freedom from.""\n\nFreedom is internal. It’s freedom from reaction, feeling angry, and being sad.","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","1886040085411299410","null","null",9,0,2,0,1,1804,false,false,false,"https://twitter.com/AccentInvesting/status/1886040088502509957"
"1886040091216191925","2025-02-02 21:12:53 +08:00","If you enjoyed this thread, please like, comment, and retweet the first tweet.\n\nI write about:\n\n- Personal Finance\n- Investing\n- Wealth\n\nFollow me @AccentInvesting to get more tips.\n\nSubscribe and get a Free guide on 5 ETFs to hold for life: https://t.co/Id5i5yY4ce","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","1886040088502509957","null","1886040053748584791",3,0,1,0,0,2702,false,false,false,"https://twitter.com/AccentInvesting/status/1886040091216191925"
"1886114527256744374","2025-02-03 02:08:40 +08:00","Financial success will never come because of your desire for instant gratification.","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","null","null","null",142,18,19,1,13,9066,false,false,false,"https://twitter.com/AccentInvesting/status/1886114527256744374"
"1886153691062772125","2025-02-03 04:44:17 +08:00","RT @AccentInvesting: 10 Lessons From The Almanack of Naval Ravikant: https://t.co/xV9eS1E8BZ","[{""type"":""photo"",""url"":""https://t.co/xV9eS1E8BZ"",""thumbnail"":""https://pbs.twimg.com/media/GiyPbvsXQAAq4UT?format=png&name=thumb"",""original"":""https://pbs.twimg.com/media/GiyPbvsXQAAq4UT?format=png&name=orig""}]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","null","1886040053748584791","null",0,5,0,0,0,"null",false,false,false,"https://twitter.com/AccentInvesting/status/1886153691062772125"
"1886371450283512017","2025-02-03 19:09:35 +08:00","3-5 years of discipline, saving, and investing can change the trajectory of your life.","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","null","null","null",381,59,53,3,24,41727,false,false,false,"https://twitter.com/AccentInvesting/status/1886371450283512017"
"1886401960552652932","2025-02-03 21:10:49 +08:00","Your kids won't remember the cars, houses, and possessions.\n\nThey will remember the fun times, vacations, and great memories.\n\nThis is the reason freedom is true wealth.","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","null","null","null",292,48,41,2,28,37747,false,false,false,"https://twitter.com/AccentInvesting/status/1886401960552652932"
"1886459808179442152","2025-02-04 01:00:41 +08:00","In the grand scheme of things, your current position at work is temporary. \n\nPrioritize your loved ones; they are your true constants. \n\nA job may replace you, but your family will not.","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","null","null","null",197,35,33,0,16,37452,false,false,false,"https://twitter.com/AccentInvesting/status/1886459808179442152"
"1886471678307315860","2025-02-04 01:47:51 +08:00","RT @AccentInvesting: Financial success will never come because of your desire for instant gratification.","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","null","1886114527256744374","null",0,18,0,0,0,"null",false,false,false,"https://twitter.com/AccentInvesting/status/1886471678307315860"
"1886480914047234168","2025-02-04 02:24:33 +08:00","RT @AccentInvesting: Retirement is not an age. \n\nIt is about having the assets that will support your lifestyle.","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","null","1876312931488457125","null",0,50,0,0,0,"null",false,false,false,"https://twitter.com/AccentInvesting/status/1886480914047234168"
"1886537790717845986","2025-02-04 06:10:34 +08:00","RT @AccentInvesting: I was born poor, but I will make sure that my children and family never experience poverty again.\n\nHere's how you can…","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","null","1876253435957256641","null",0,41,0,0,0,"null",false,false,false,"https://twitter.com/AccentInvesting/status/1886537790717845986"
"1886558248251351405","2025-02-04 07:31:51 +08:00","RT @play_ht: Introducing Dialog 1.0 - Ultra-emotional AI Text-To-Speech model\n\nOutperforms Elevenlabs on expressiveness and quality 3 to 1…","[{""type"":""video"",""url"":""https://t.co/FRusMvsHka"",""thumbnail"":""https://pbs.twimg.com/ext_tw_video_thumb/1886536427199991808/pu/img/m31uT_WEerAn3Cqg.jpg?name=thumb"",""original"":""https://video.twimg.com/ext_tw_video/1886536427199991808/pu/vid/avc1/1280x720/S9OxEHqXW4ll0JAL.mp4?tag=12""}]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","null","1886537438157324329","null",0,179,0,0,0,"null",false,false,false,"https://twitter.com/AccentInvesting/status/1886558248251351405"
"1886733816816935112","2025-02-04 19:09:30 +08:00","Nothing will bring you greater peace than financial freedom.","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","null","null","null",308,48,30,1,28,38741,false,false,false,"https://twitter.com/AccentInvesting/status/1886733816816935112"
"1886765260360531986","2025-02-04 21:14:27 +08:00","Hard skills get you hired.\n\nSoft skills get you promoted.\n\nOver the next 6 months, prioritize the following soft skills to outperform 99% of your peers:","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","null","null","null",328,53,240,3,26,71718,false,false,false,"https://twitter.com/AccentInvesting/status/1886765260360531986"
"1886765299128561848","2025-02-04 21:14:36 +08:00","• Communication\n\nThe ability to communicate effectively and convey ideas is an asset in today's society.\n\nThings to do to improve your communication skills :\n\n• Be clear and concise\n• Prepare ahead of time\n• Observe nonverbal communication\n• Watch your tone","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","1886765293524983867","null","null",16,2,2,0,2,1941,false,false,false,"https://twitter.com/AccentInvesting/status/1886765299128561848"
"1886765302190383222","2025-02-04 21:14:37 +08:00","If you enjoyed this thread, please like, comment, and retweet the first tweet.\n\nI write about:\n\n- Personal Finance\n- Investing\n- Wealth\n\nFollow me @AccentInvesting to get more tips.\n\nSubscribe and get a Free guide on 5 ETFs to hold for life: https://t.co/Id5i5yY4ce","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","1886765299128561848","null","1886765260360531986",6,1,2,0,1,2871,false,false,false,"https://twitter.com/AccentInvesting/status/1886765302190383222"
"1886822154215248292","2025-02-05 01:00:31 +08:00","4 invaluable assets to have:\n\n- Your freedom\n- Your family\n- Your peace\n- Your health","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","null","null","null",300,42,49,2,25,38669,false,false,false,"https://twitter.com/AccentInvesting/status/1886822154215248292"
"1886996782447509605","2025-02-05 12:34:26 +08:00","RT @AccentInvesting: You can solve 99% of your problems if you take care of your finances.","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","null","1877058081584013762","null",0,54,0,0,0,"null",false,false,false,"https://twitter.com/AccentInvesting/status/1886996782447509605"
"1887096225268109586","2025-02-05 19:09:35 +08:00","Money cannot buy happiness, but it can give you the freedom to live life on your own terms.","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","null","null","null",120,15,11,2,14,7394,false,false,false,"https://twitter.com/AccentInvesting/status/1887096225268109586"
"1887125237113794845","2025-02-05 21:04:52 +08:00","Having a job should never prevent you from\n\n- Owing equities\n- Owning businesses\n- Owning real estates\n\nRemember that a 9-5 has an expiration date.\n\nBut your assets will take care of you for life.","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","null","null","null",226,45,47,2,31,38971,false,false,false,"https://twitter.com/AccentInvesting/status/1887125237113794845"
"1887141506298855705","2025-02-05 22:09:31 +08:00","RT @AccentInvesting: Money cannot buy happiness, but it can give you the freedom to live life on your own terms.","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","null","1887096225268109586","null",0,15,0,0,0,"null",false,false,false,"https://twitter.com/AccentInvesting/status/1887141506298855705"
"1887181273468219875","2025-02-06 00:47:32 +08:00","RT @AccentInvesting: 2025 will be the best year for you and your family.\n\nIn the next 90 days, master these financial tips to gain control…","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","null","1876995798988140726","null",0,35,0,0,0,"null",false,false,false,"https://twitter.com/AccentInvesting/status/1887181273468219875"
"1887184560527446510","2025-02-06 01:00:36 +08:00","The quality of your circle has a great influence on your ability to become successful.\n\nChoose your surroundings carefully.","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","null","null","null",229,43,29,1,25,35387,false,false,false,"https://twitter.com/AccentInvesting/status/1887184560527446510"
"1887374039393456526","2025-02-06 13:33:31 +08:00","RT @AccentInvesting: Financial freedom is the goal of those who like to be in control of their lives.","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","null","1833085354137567701","null",0,52,0,0,0,"null",false,false,false,"https://twitter.com/AccentInvesting/status/1887374039393456526"
"1887458598743052570","2025-02-06 19:09:31 +08:00","The rich can play broke for the longest time, but the broke can only play rich for a moment.","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","null","null","null",112,19,12,1,13,7264,false,false,false,"https://twitter.com/AccentInvesting/status/1887458598743052570"
"1887499638061531552","2025-02-06 21:52:36 +08:00","Your salary is your most powerful wealth-building tool.\n\nYou will never achieve financial freedom unless you learn how to use it effectively.\n\nHere is how you can use your job to build wealth:","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","null","null","null",199,28,107,3,17,63982,false,false,false,"https://twitter.com/AccentInvesting/status/1887499638061531552"
"1887499667258167737","2025-02-06 21:52:43 +08:00","• Switching Jobs\n\nWith skills and experience, you have the leverage to increase your income with a new employer.\n\nMany people change jobs frequently to increase their income and invest more money.\n\nDo not wait for the 3% raise, go for the 10-20% raise.","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","1887499664267653536","null","null",10,0,0,0,2,2261,false,false,false,"https://twitter.com/AccentInvesting/status/1887499667258167737"
"1887499670135492864","2025-02-06 21:52:44 +08:00","If you enjoyed this thread, please like, comment, and retweet the first tweet.\n\nI write about:\n\n- Personal Finance\n- Investing\n- Wealth\n\nFollow me @AccentInvesting to get more tips.\n\nSubscribe and get a Free guide on 5 ETFs to hold for life: https://t.co/Id5i5yY4ce","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","1887499667258167737","null","1887499638061531552",11,2,2,0,3,3503,false,false,false,"https://twitter.com/AccentInvesting/status/1887499670135492864"
"1887503896530108780","2025-02-06 22:09:31 +08:00","RT @AccentInvesting: The rich can play broke for the longest time, but the broke can only play rich for a moment.","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","null","1887458598743052570","null",0,19,0,0,0,"null",false,false,false,"https://twitter.com/AccentInvesting/status/1887503896530108780"
"1887544933596147905","2025-02-07 00:52:35 +08:00","RT @AccentInvesting: Your salary is your most powerful wealth-building tool.\n\nYou will never achieve financial freedom unless you learn how…","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","null","1887499638061531552","null",0,28,0,0,0,"null",false,false,false,"https://twitter.com/AccentInvesting/status/1887544933596147905"
"1887546959877054972","2025-02-07 01:00:38 +08:00","Wealth hack:\n\nKeep the same spouse, house, and car for as long as possible.","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","null","null","null",138,17,15,0,16,6941,false,false,false,"https://twitter.com/AccentInvesting/status/1887546959877054972"
"1887650510926237760","2025-02-07 07:52:07 +08:00","RT @AccentInvesting: Wealth hack:\n\nKeep the same spouse, house, and car for as long as possible.","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","null","1887546959877054972","null",0,17,0,0,0,"null",false,false,false,"https://twitter.com/AccentInvesting/status/1887650510926237760"
"1887736452756185327","2025-02-07 13:33:37 +08:00","RT @AccentInvesting: The reason I'm building wealth is to give my family the freedom, choices, and options I have never had growing up.\n\nI…","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","null","1773705210327707735","null",0,89,0,0,0,"null",false,false,false,"https://twitter.com/AccentInvesting/status/1887736452756185327"
"1887820984704454813","2025-02-07 19:09:31 +08:00","Regardless of your upbringing, you have the ability to shape your own future.","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","null","null","null",132,22,11,0,23,7442,false,false,false,"https://twitter.com/AccentInvesting/status/1887820984704454813"
"1887854109388107800","2025-02-07 21:21:08 +08:00","The goal is to accumulate assets in your 20s so that you can relax in your 30s or 40s.\n\nNot working until you reach your 70s, with no end in sight.","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","null","null","null",105,19,15,0,23,9554,false,false,false,"https://twitter.com/AccentInvesting/status/1887854109388107800"
"1887866303253225767","2025-02-07 22:09:36 +08:00","RT @AccentInvesting: Regardless of your upbringing, you have the ability to shape your own future.","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","null","1887820984704454813","null",0,22,0,0,0,"null",false,false,false,"https://twitter.com/AccentInvesting/status/1887866303253225767"
"1887909346123678194","2025-02-08 01:00:38 +08:00","Financial discipline is essential for achieving success in life.","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","null","null","null",144,22,24,0,13,7371,false,false,false,"https://twitter.com/AccentInvesting/status/1887909346123678194"
"1887954754451497452","2025-02-08 04:01:04 +08:00","RT @AccentInvesting: Financial discipline is essential for achieving success in life.","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","null","1887909346123678194","null",0,22,0,0,0,"null",false,false,false,"https://twitter.com/AccentInvesting/status/1887954754451497452"
"1887963917831348595","2025-02-08 04:37:29 +08:00","Divorce from the temptation of borrowing a lifestyle that you can't afford.\n\nAct your wage!!!","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","null","null","null",108,11,2,1,6,4024,false,false,false,"https://twitter.com/AccentInvesting/status/1887963917831348595"
"1888090345189065018","2025-02-08 12:59:51 +08:00","RT @AccentInvesting: The goal is to accumulate assets in your 20s so that you can relax in your 30s or 40s.\n\nNot working until you reach yo…","[]","AccentInvesting","Kenny | Accent Investing","https://pbs.twimg.com/profile_images/1482922686196199428/ouqAaUz2_normal.jpg","null","1887854109388107800","null",0,19,0,0,0,"null",false,false,false,"https://twitter.com/AccentInvesting/status/1888090345189065018"
